total_distance_km,average_trip_speed_kmph,ambient_temperature_C,trip_duration_min,charging_cycles,fast_charging_ratio_%,average_battery_temperature_C,battery_health_%
8154.86,32.06,12.46,81.65,178,27.19,25.0,85.95
30577.74,23.21,41.14,80.66,537,38.05,45.09,45.0
1857.47,57.58,16.96,13.18,51,21.35,26.69,96.15
32858.24,41.94,36.49,63.58,581,35.4,44.4,45.0
1544.01,51.51,22.23,34.42,50,15.22,31.7,92.82
26627.63,46.33,26.6,63.97,459,26.74,28.7,65.72
15238.66,40.57,20.19,83.08,276,31.29,25.0,82.85
24848.3,23.59,34.38,49.9,485,41.7,39.56,63.21
28145.22,45.71,39.56,43.15,515,40.86,46.0,48.74
14356.53,26.21,20.02,83.72,291,15.75,26.89,80.9
5210.54,36.58,18.48,87.93,94,28.86,25.0,94.46
3716.19,45.16,33.85,14.98,55,44.34,39.92,89.47
23968.5,51.29,16.83,83.83,440,9.31,25.0,74.09
21305.56,47.4,32.39,16.62,403,19.03,41.24,68.27
29945.84,46.86,13.3,36.98,497,23.11,25.0,65.96
20879.68,25.96,31.7,71.01,393,66.68,40.63,63.62
17475.39,33.85,27.97,72.16,294,16.55,29.71,79.07
16525.4,21.72,13.99,68.07,271,7.02,25.0,84.07
2031.43,48.78,32.72,13.13,50,17.77,39.9,89.73
14086.73,58.1,25.63,20.64,290,15.85,32.64,81.1
39064.79,30.56,17.6,84.9,716,52.4,25.0,45.0
35068.67,23.51,22.37,16.52,604,17.82,33.32,45.0
13845.74,39.02,27.22,16.28,235,3.9,34.21,81.44
23924.02,54.27,13.2,76.85,425,12.32,25.0,71.45
34044.57,42.08,43.52,61.3,624,39.32,50.0,45.0
18209.7,21.87,33.29,38.13,329,13.64,37.37,72.65
1700.36,58.97,13.59,23.26,50,15.4,25.0,95.08
3905.91,53.15,38.8,80.73,96,6.58,48.99,85.42
20905.32,25.26,21.29,89.08,389,29.26,28.56,71.86
38808.14,56.87,30.89,14.0,728,37.07,33.57,45.0
28035.17,38.03,19.7,54.33,503,32.29,25.0,60.67
3765.73,34.88,35.67,30.9,151,9.57,40.09,86.86
8385.07,38.44,35.31,76.59,166,17.15,42.73,81.41
31081.6,53.38,29.32,37.69,582,17.16,36.75,45.0
33816.15,46.38,18.43,67.17,659,45.33,30.88,45.0
25090.09,22.37,18.88,53.16,458,17.04,25.0,70.7
26132.5,58.3,23.4,53.32,459,26.63,33.33,61.26
2105.16,25.91,15.08,78.64,71,59.5,25.22,94.58
33312.68,49.82,21.82,47.63,640,5.79,32.46,45.0
31742.73,45.45,33.95,77.65,581,22.13,37.17,45.0
11102.37,27.5,39.08,39.07,246,22.05,45.01,75.55
28638.39,26.83,21.64,23.98,519,41.71,28.87,53.99
9379.33,54.81,18.18,46.44,194,21.67,25.0,87.02
2572.88,36.79,39.14,49.87,85,52.35,46.9,82.29
8844.33,46.18,41.17,48.27,163,17.95,47.99,79.93
7966.53,40.16,24.35,74.67,156,24.83,35.07,87.98
14172.17,49.09,10.94,55.17,283,14.15,25.0,82.19
17319.53,39.17,34.32,81.08,306,12.98,36.84,76.84
20833.02,31.5,37.44,51.13,358,10.82,44.89,68.44
19593.4,34.54,10.63,27.98,390,2.85,25.0,74.23
11556.31,54.36,30.83,20.36,218,60.93,32.98,79.84
2137.66,38.72,30.59,79.47,50,53.13,37.41,85.95
24598.96,28.54,23.25,14.49,450,38.41,26.68,69.25
16434.05,57.38,36.24,19.41,312,15.78,47.25,70.78
12648.21,51.86,24.99,15.09,191,15.25,30.95,86.24
34810.7,22.23,33.69,43.9,651,28.81,45.18,45.0
30122.99,59.96,28.1,52.61,558,29.84,36.28,45.0
34452.86,47.8,18.7,11.59,668,37.52,25.19,45.0
20304.33,26.41,31.23,51.25,364,69.28,37.2,69.03
6106.32,29.49,35.79,41.5,145,37.03,38.77,79.24
28152.64,47.7,44.09,71.89,511,2.51,45.52,52.06
9036.88,51.19,23.3,76.4,168,59.53,29.32,84.05
18207.96,29.56,12.26,64.8,338,25.41,25.0,77.15
3535.03,30.28,44.58,47.88,117,19.42,50.0,82.41
33187.03,32.28,31.83,27.29,572,51.61,42.06,45.0
5911.69,43.92,43.13,77.77,120,15.08,45.7,83.96
36220.8,26.87,13.63,37.33,660,9.45,25.0,45.0
34704.99,24.17,21.97,38.5,630,12.19,27.72,45.0
19118.73,47.15,14.69,83.28,362,20.11,27.27,74.95
30030.36,51.16,39.24,88.05,574,38.78,50.0,45.0
25158.36,40.04,40.81,81.85,471,11.25,50.0,61.52
32319.95,34.55,27.55,89.86,619,5.65,32.7,45.0
17840.4,37.28,16.53,79.51,318,13.08,25.0,80.52
31646.53,35.54,14.45,66.35,574,10.31,25.0,45.0
19035.82,58.4,30.59,33.51,321,33.95,37.45,73.84
37697.67,50.72,27.72,86.24,735,12.97,36.41,45.0
19968.51,28.32,34.32,80.13,358,18.73,40.05,70.21
19042.15,35.37,20.68,29.26,339,7.3,28.71,76.99
31617.8,41.76,24.08,49.13,590,20.21,33.61,45.0
33041.53,44.52,10.75,15.6,628,21.83,25.0,45.0
22625.08,38.73,31.36,86.26,394,27.28,34.96,71.24
8012.11,52.41,24.81,55.82,175,37.64,31.91,86.97
19242.57,50.7,42.19,29.62,342,44.16,50.0,64.43
38754.83,40.21,32.46,33.39,740,45.06,37.17,45.0
30366.46,54.18,23.95,88.45,539,18.97,31.59,45.0
32635.34,50.04,19.23,59.25,612,29.63,29.58,45.0
2280.19,51.14,41.68,43.65,50,41.61,50.0,85.48
19246.52,58.26,10.57,49.99,322,17.9,25.0,77.12
26218.22,30.66,21.44,17.88,441,36.83,29.37,63.89
33371.27,30.71,43.02,16.0,588,35.4,50.0,45.0
2921.67,55.56,32.89,57.42,78,46.42,42.28,89.8
34245.12,50.89,28.65,50.96,574,39.89,37.88,45.0
22387.64,57.06,17.12,38.73,415,44.88,25.0,72.1
8695.24,22.53,39.17,55.29,164,27.26,45.54,79.88
13372.95,45.11,17.15,15.81,201,32.46,25.41,83.2
11995.25,25.79,18.69,85.52,198,47.5,25.0,84.86
21703.5,40.16,16.71,33.5,375,42.43,25.0,75.69
3015.74,26.23,15.54,15.74,56,18.08,25.0,96.18
7182.91,25.12,43.37,23.56,167,15.87,48.68,80.57
32695.03,20.49,31.07,17.64,621,5.5,34.37,45.0
6171.56,45.21,32.32,24.29,103,51.52,39.82,84.77
10102.45,34.36,43.4,43.34,163,32.1,50.0,76.68
18681.45,24.21,18.07,69.04,301,42.72,27.56,76.04
21167.71,32.91,10.21,31.79,375,31.59,25.0,75.72
30780.81,26.76,30.96,44.87,537,50.88,37.44,45.0
18445.96,57.67,27.77,84.3,334,7.49,35.31,74.37
31804.72,32.8,26.72,33.67,578,21.94,31.19,45.0
25115.51,33.36,12.17,73.58,445,20.63,25.0,69.91
5410.89,53.59,25.91,22.63,87,8.46,25.85,96.05
7096.93,45.91,20.06,24.27,112,19.61,25.52,92.49
18044.32,48.41,19.61,46.49,315,6.48,27.52,79.93
16478.69,45.44,17.78,28.73,336,29.49,25.0,77.23
29998.23,57.85,21.64,82.24,558,20.93,27.94,57.04
23648.75,28.28,22.36,14.06,443,10.32,29.15,69.12
16137.19,59.56,20.81,57.78,319,17.94,25.46,79.82
7659.65,53.24,44.26,58.34,162,16.83,48.67,79.05
9846.65,43.56,42.65,15.28,215,31.84,50.0,78.35
23444.54,46.49,30.11,68.61,441,22.74,39.26,66.86
17514.11,45.95,44.34,47.51,324,22.07,50.0,70.58
21082.17,22.34,44.69,67.85,369,11.52,49.42,62.13
7656.42,28.72,22.46,76.15,119,18.29,29.43,89.42
26853.34,58.46,25.58,35.83,510,20.91,29.02,56.63
34249.01,41.37,43.57,48.76,620,9.22,47.25,45.0
11059.64,35.13,31.3,30.86,167,44.38,35.99,78.51
20169.05,50.48,17.45,26.12,314,21.63,28.33,74.53
39045.57,40.98,34.13,10.05,764,46.28,39.02,45.0
13996.43,20.53,17.2,87.09,230,12.9,25.89,81.2
24206.81,49.45,21.88,45.27,423,15.8,25.08,71.16
4517.63,49.29,17.96,11.05,113,20.23,25.0,94.38
24634.59,26.61,18.57,10.72,418,30.96,27.68,70.29
4495.64,58.27,10.16,33.07,95,37.7,25.0,90.93
38410.18,28.96,40.82,11.12,744,38.72,46.38,45.0
28910.84,38.31,20.36,39.96,578,18.55,26.77,55.03
31738.23,24.59,13.02,15.04,566,18.43,25.46,47.95
28460.07,44.13,13.04,13.14,517,30.21,25.0,59.81
23999.43,35.02,29.46,63.55,426,20.09,35.09,67.88
18546.6,34.13,44.75,82.55,337,33.31,50.0,67.29
34476.56,53.08,15.08,42.75,659,20.49,25.0,45.0
38316.59,20.38,13.49,76.94,662,12.44,25.0,45.0
20462.41,51.92,25.34,12.34,388,6.66,38.71,69.69
37329.87,42.86,29.72,72.22,674,50.21,31.78,45.0
23749.98,59.44,20.3,15.02,466,41.54,27.56,67.28
21996.98,43.58,20.59,77.08,433,22.45,25.0,74.58
18724.83,22.22,24.86,80.59,330,13.25,34.32,75.91
9162.22,22.03,21.0,72.88,164,18.59,28.28,86.64
1145.07,55.33,42.04,75.66,50,10.17,50.0,86.34
10418.74,53.65,11.47,54.92,214,29.26,25.0,86.01
20879.2,33.84,18.21,31.19,318,35.3,27.71,75.82
15818.44,44.72,38.3,61.46,310,33.78,45.4,71.04
18490.92,39.58,39.19,45.16,377,8.85,47.69,68.32
39245.28,58.69,13.9,10.43,720,29.1,25.0,45.0
14660.62,58.0,44.08,48.15,290,34.07,46.98,71.83
18635.13,59.35,34.27,62.1,371,34.93,44.04,69.27
6207.11,54.66,19.54,11.11,118,40.82,26.36,90.97
2870.35,56.38,25.96,59.71,73,3.05,32.48,92.8
31240.97,28.69,20.4,62.2,568,26.9,25.99,46.28
23256.64,53.24,15.25,22.65,422,13.36,25.0,72.6
30667.49,48.35,20.19,44.49,541,13.39,26.87,48.56
6844.65,58.51,30.3,87.15,129,14.58,34.5,86.77
23301.32,42.85,38.91,80.74,471,29.95,47.07,62.84
10892.06,23.41,22.72,42.87,175,34.29,29.35,83.84
9894.41,43.9,22.18,37.99,195,4.5,29.85,86.33
1449.51,47.46,26.38,19.93,50,6.23,34.64,90.46
6083.29,28.81,32.56,12.82,147,41.22,33.78,86.47
13061.46,35.76,36.31,33.8,279,1.29,46.31,76.49
5558.27,43.94,21.44,85.22,78,10.79,25.59,92.06
39448.48,34.96,30.52,86.69,703,23.42,34.37,45.0
13036.67,35.0,23.63,75.0,224,36.27,38.35,77.35
6082.63,25.32,35.07,38.07,98,27.06,43.37,81.88
8764.21,57.63,15.76,21.49,149,29.67,25.0,87.87
23920.43,50.02,18.99,57.64,444,26.29,25.0,69.11
3497.7,20.05,24.91,61.72,50,45.52,30.36,91.39
34634.93,50.62,41.13,43.97,612,27.42,45.79,45.0
38498.49,49.59,30.07,65.33,680,33.93,37.5,45.0
10623.15,20.39,43.79,69.73,205,31.05,44.5,80.74
18553.72,34.78,13.61,72.64,336,51.91,25.0,75.56
1863.24,44.27,26.11,50.18,50,22.55,34.01,92.27
25987.7,38.11,24.67,73.33,451,23.82,34.93,65.25
17143.12,51.12,31.01,12.04,272,55.92,33.81,74.93
11532.28,37.02,38.42,64.43,250,16.65,48.81,73.52
9066.65,26.15,39.45,28.85,158,14.82,47.03,82.79
26506.9,59.06,33.46,31.64,550,42.72,36.01,53.67
17232.46,29.68,32.45,17.3,333,38.03,39.84,73.49
8006.71,48.71,43.22,25.39,191,40.39,50.0,78.6
27875.25,25.73,23.43,89.36,532,41.46,33.26,55.17
23037.82,33.16,39.15,43.23,423,31.57,45.81,64.2
34488.21,37.68,42.25,84.22,612,16.77,50.0,45.0
5581.56,27.69,27.2,23.03,77,17.37,32.3,90.65
31641.0,38.0,35.52,26.32,603,16.72,44.05,45.0
27267.15,26.29,23.2,54.63,502,14.42,30.58,57.16
5485.43,42.36,15.56,37.96,115,30.95,25.0,91.46
28098.01,46.55,30.53,61.51,531,45.6,36.4,53.31
18220.34,22.5,16.88,43.76,340,51.94,28.91,74.02
37854.41,54.85,26.02,74.93,676,22.8,31.43,45.0
6522.84,27.41,40.55,44.52,144,7.61,49.44,83.47
26070.5,29.01,13.01,55.79,469,37.29,25.0,68.38
15897.22,46.45,11.06,35.69,291,35.47,25.0,79.89
38315.77,38.75,31.23,66.32,715,19.67,42.16,45.0
13869.02,39.98,21.59,62.38,251,32.21,31.72,77.59
38525.25,25.13,24.63,41.76,655,35.71,30.33,45.0
36157.95,52.23,24.2,32.08,683,31.46,34.41,45.0
11544.95,44.68,13.03,59.13,241,47.02,25.0,80.82
32338.13,25.42,10.12,85.45,542,55.46,25.0,45.0
39828.56,34.96,41.44,20.61,698,27.78,50.0,45.0
10853.86,52.42,17.62,73.93,248,53.68,26.08,82.03
18034.31,42.73,24.91,53.44,334,46.51,36.43,73.21
21287.05,24.35,44.02,52.04,387,17.64,50.0,64.0
12502.31,34.91,38.94,86.93,217,26.99,48.25,74.32
1595.33,29.71,13.78,58.47,50,16.92,25.0,95.88
9585.04,40.7,27.8,76.44,169,49.84,33.47,81.6
11995.54,53.73,35.55,51.16,242,44.52,46.25,75.69
18300.39,37.45,34.44,29.99,332,25.72,37.87,70.53
7673.0,37.33,36.63,65.56,155,23.72,41.12,83.12
35056.92,56.21,26.01,83.85,682,13.42,35.74,45.0
28491.53,43.05,16.16,77.3,504,7.03,25.0,57.41
4322.82,42.65,26.27,25.87,86,15.14,30.01,90.48
26353.61,30.48,32.68,35.35,504,32.56,41.08,53.68
26492.6,44.31,31.3,51.35,458,46.23,40.03,61.42
38292.63,43.04,12.47,55.73,701,45.0,25.0,45.0
1117.81,35.87,12.27,25.51,67,29.42,25.0,95.46
10669.37,59.63,43.78,28.4,185,30.28,50.0,76.71
37183.87,55.28,15.31,70.71,703,8.92,25.0,45.0
37353.22,49.98,20.31,68.43,676,41.07,26.51,45.0
29102.87,41.49,36.87,77.14,574,50.83,41.45,45.0
30864.77,38.48,24.34,84.63,520,50.86,32.67,46.06
4567.84,27.4,16.35,34.66,85,31.22,25.0,91.28
21041.16,32.23,26.35,78.77,346,33.02,34.96,67.62
10031.74,50.96,29.91,63.28,165,20.15,40.43,83.48
8067.5,38.15,25.85,86.62,129,42.25,36.99,82.69
32601.83,55.29,42.16,31.77,586,22.4,50.0,45.0
6266.49,25.92,19.96,31.57,84,36.53,25.57,91.79
19277.41,40.33,33.15,66.34,349,15.08,37.0,75.58
37604.55,45.88,13.93,84.27,695,12.7,25.0,45.0
8247.45,40.67,23.73,75.96,112,59.67,31.0,87.22
39141.74,55.57,35.93,68.16,696,22.74,46.7,45.0
39777.23,59.58,17.87,40.98,787,25.3,25.0,45.0
22669.07,24.63,30.64,67.42,420,36.88,40.94,65.95
7635.57,25.2,15.37,74.09,93,25.12,25.0,90.23
13328.09,25.21,13.59,70.26,207,76.29,25.0,81.33
17555.22,47.25,28.31,64.14,325,25.91,40.25,74.81
13063.64,34.91,33.63,13.77,240,10.24,45.15,76.5
11944.79,49.33,13.97,62.78,202,16.46,25.0,85.19
38916.96,36.22,42.12,48.26,762,13.02,49.77,45.0
6981.23,45.1,17.9,86.93,192,33.29,25.0,87.52
29599.79,50.79,14.2,58.58,532,21.35,25.0,56.42
1016.0,41.93,17.09,58.66,50,30.43,26.0,95.39
24251.12,41.58,15.94,89.52,464,9.34,25.0,72.65
36721.78,23.53,13.17,17.49,694,18.38,25.0,45.0
12229.43,36.43,37.92,32.11,206,4.96,42.11,80.88
8235.51,41.83,27.34,62.49,198,34.55,36.28,82.07
26415.51,38.48,23.6,35.22,479,23.08,26.46,67.61
28791.45,56.03,43.27,37.69,534,68.95,50.0,45.0
27833.19,56.26,22.99,81.41,506,12.74,28.12,54.89
13453.36,52.88,15.84,56.35,241,21.93,25.0,83.09
10835.89,35.01,19.59,18.23,204,11.13,29.1,84.65
38280.83,48.69,18.36,34.87,666,62.44,25.0,45.0
37008.68,35.81,27.46,16.08,624,18.31,36.53,45.0
18835.35,29.3,20.2,54.49,337,29.66,25.0,77.22
34001.56,33.72,28.06,23.86,596,57.19,35.55,45.0
18640.62,22.84,33.43,78.57,353,26.41,35.16,74.02
17551.17,33.27,37.21,56.19,330,44.38,43.02,71.44
7113.75,38.43,34.86,14.75,130,22.81,42.36,80.76
17629.84,58.22,17.2,34.07,358,32.93,25.0,76.57
21959.26,32.54,14.06,59.31,399,45.18,25.0,70.67
1877.67,56.1,28.99,36.84,50,36.62,27.53,95.34
18320.41,29.15,16.96,51.05,328,6.81,26.59,77.89
31472.89,27.64,12.97,82.75,602,19.47,25.0,45.0
27521.8,40.76,28.45,38.0,453,54.23,36.73,62.91
25771.12,46.9,21.44,36.87,466,20.37,25.0,71.09
36472.66,21.77,36.47,75.58,678,14.93,41.05,45.0
1703.25,28.84,21.0,35.5,97,28.54,29.0,95.04
22724.86,38.23,44.26,16.24,443,6.6,49.49,63.44
31706.61,33.24,36.55,24.48,580,10.84,41.53,45.0
22112.08,48.5,12.02,85.9,415,19.69,25.0,71.6
13631.93,40.45,27.81,84.66,200,43.99,33.98,79.13
6313.77,26.41,29.69,27.98,89,23.36,37.26,89.67
35614.96,55.78,34.34,54.28,664,18.56,36.34,45.0
19359.73,31.72,27.42,20.99,356,6.58,32.87,75.12
35246.49,49.25,26.92,63.97,648,60.82,34.83,45.0
23848.23,51.2,22.88,24.82,434,24.63,29.4,70.32
27293.49,58.53,19.5,13.98,496,33.26,28.64,65.88
32366.19,39.94,43.12,75.99,591,20.05,50.0,45.0
26707.07,44.63,21.12,36.03,459,28.68,35.23,63.51
16524.14,33.4,12.22,18.68,295,4.8,25.0,80.79
21031.7,47.13,15.85,76.71,351,36.17,25.0,73.3
32318.78,38.54,40.0,70.99,572,18.85,49.57,45.0
15572.36,37.51,30.53,64.7,313,35.29,39.47,74.5
16136.74,54.22,37.26,82.9,289,54.24,43.2,70.08
4731.91,22.01,38.31,49.14,101,26.72,47.48,79.29
36668.79,55.28,38.81,20.24,670,26.36,42.54,45.0
4550.42,54.08,29.27,14.91,73,39.73,37.0,84.64
26280.16,40.25,16.2,35.48,453,43.95,25.0,66.75
17114.58,39.61,15.19,16.95,301,13.22,25.0,78.12
16819.16,34.47,30.09,52.84,310,5.53,35.41,76.3
27502.52,59.77,22.83,11.16,515,50.63,34.13,53.15
3616.66,24.45,29.53,45.5,69,19.35,34.9,90.37
24154.53,43.61,27.45,24.28,455,28.65,34.12,66.46
31109.24,47.27,31.08,39.46,528,66.21,37.6,45.0
33300.3,57.37,11.12,64.0,627,29.0,25.0,45.0
7650.69,51.21,11.15,38.08,111,46.65,25.0,89.51
35999.34,45.75,35.26,37.31,679,42.68,45.91,45.0
26589.7,24.67,16.76,89.26,496,19.79,25.0,67.77
35392.34,34.95,32.83,67.51,597,16.44,39.84,45.0
19925.95,25.55,29.13,51.11,381,5.24,40.8,67.27
22139.3,55.25,44.36,56.35,427,21.97,45.5,65.25
36842.49,49.98,39.24,59.61,701,17.15,44.44,45.0
36096.47,50.3,24.46,11.97,637,17.77,33.43,45.0
18478.27,46.09,31.57,16.42,340,31.78,32.05,74.99
11702.09,40.28,14.11,61.94,230,63.49,25.0,82.28
16333.65,26.0,23.52,39.16,315,15.32,27.76,78.86
16122.81,33.19,35.69,14.44,303,41.12,40.68,74.18
12187.81,25.48,31.79,33.8,211,26.39,37.7,80.07
11474.6,49.0,26.96,20.42,233,24.19,34.92,81.1
34581.45,26.41,16.18,83.31,654,21.68,25.0,45.0
3724.61,48.08,38.11,26.23,64,21.05,42.26,87.95
27426.84,47.69,19.56,21.5,479,10.15,26.97,70.8
7739.98,38.37,38.72,60.09,123,14.11,48.97,81.68
14435.73,25.41,31.41,51.75,297,12.91,37.58,78.54
3400.18,32.59,23.05,56.07,86,41.75,34.56,89.88
11528.97,32.8,11.42,44.88,209,36.08,25.0,84.29
30968.42,48.02,18.13,47.37,558,20.96,25.1,47.55
35515.6,24.55,41.12,72.3,602,26.74,46.25,45.0
9639.56,53.16,38.63,27.59,173,33.59,46.75,81.58
19078.37,50.44,30.12,41.72,317,24.21,40.68,71.52
19342.64,27.45,26.32,86.63,356,51.4,35.08,69.12
35069.44,48.77,32.65,25.2,667,37.43,37.04,45.0
30749.16,46.74,26.32,33.5,535,15.28,33.53,46.52
21010.01,49.92,32.55,25.33,388,12.92,37.22,70.89
27159.14,27.56,20.76,11.64,519,35.86,27.35,57.02
34046.85,26.3,39.35,31.59,625,17.95,49.09,45.0
1372.02,29.46,34.57,13.72,50,24.31,40.29,88.97
16712.71,34.63,21.55,22.37,304,67.06,30.28,74.29
36382.48,51.75,39.07,39.01,685,34.34,49.94,45.0
29872.21,49.52,27.06,11.66,550,25.36,34.3,50.35
22170.81,57.02,16.11,70.24,403,40.82,25.0,72.7
21656.14,22.35,12.72,73.65,423,48.82,25.38,67.2
14563.03,20.46,34.49,42.91,278,61.97,36.01,78.61
21300.3,47.97,40.28,88.77,357,32.8,48.21,66.6
26559.94,31.17,38.26,64.32,499,41.77,42.01,59.32
17316.16,33.36,32.95,69.5,339,5.51,40.52,73.77
28851.97,41.87,14.95,25.38,494,17.95,25.0,65.83
34588.06,24.1,13.29,77.0,572,16.79,25.0,45.0
7032.71,45.71,22.08,85.6,102,8.68,34.91,86.73
18610.33,33.01,39.92,28.9,336,48.77,50.0,67.96
16912.78,45.31,43.66,64.92,333,58.75,50.0,67.82
27811.13,53.36,18.45,69.76,483,34.7,32.27,65.36
10744.83,26.84,36.67,34.41,209,53.37,44.93,78.91
25969.79,57.23,30.09,48.0,400,36.13,35.96,67.34
35222.08,41.23,11.11,17.8,645,34.87,25.0,45.0
17307.13,56.92,29.0,23.85,305,59.2,37.56,71.52
36529.61,28.31,38.21,14.93,717,10.58,46.01,45.0
39733.39,44.18,19.66,54.81,675,38.45,27.61,45.0
5137.59,36.16,41.41,60.02,93,51.66,47.45,81.73
10089.07,50.97,18.27,83.29,136,7.94,26.32,87.52
38064.81,44.24,12.68,53.37,678,5.51,26.63,45.0
38374.78,39.78,15.6,30.85,655,23.72,25.0,45.0
4810.58,56.52,39.3,14.76,145,45.62,49.83,81.12
1584.94,35.08,24.61,80.8,50,13.23,35.0,93.89
7282.9,28.8,37.89,48.31,127,28.12,40.96,85.75
39844.5,44.32,28.59,68.99,723,16.83,36.61,45.0
8019.99,44.96,26.82,11.17,118,35.74,32.76,86.37
20599.36,37.56,38.24,49.05,401,53.38,41.82,66.5
34088.29,39.46,24.82,36.06,636,39.54,25.85,45.0
1795.66,58.38,38.07,12.43,56,26.14,49.65,86.28
24575.07,49.31,13.52,72.05,416,8.23,25.0,74.36
11803.99,24.42,32.27,51.03,243,33.83,36.6,76.91
34631.06,28.49,34.59,36.65,655,26.66,40.69,45.0
12054.98,59.02,41.47,74.46,213,55.32,49.49,73.96
27783.47,49.06,17.85,45.75,528,42.29,26.0,55.22
27294.57,56.6,31.15,10.28,503,19.88,37.96,54.71
9638.25,32.15,25.16,85.56,135,33.28,30.4,84.67
2357.17,49.67,23.4,30.45,50,34.0,34.0,91.61
16960.73,48.56,13.73,76.45,296,12.09,25.0,79.6
12278.53,31.79,14.7,75.31,225,12.98,25.0,85.81
32550.13,42.03,39.29,22.99,617,18.33,46.85,45.0
32214.2,45.1,36.24,47.92,545,32.35,43.08,45.0
18823.93,39.25,23.38,13.22,331,21.1,28.34,76.91
24653.98,53.09,39.0,38.36,428,54.95,40.08,63.28
24566.12,53.31,12.83,68.48,427,7.6,25.0,72.2
33259.17,54.02,31.87,28.97,584,18.51,35.25,45.0
17575.09,52.14,40.39,19.37,321,16.58,45.82,68.65
11742.42,39.52,39.36,50.57,227,19.02,48.8,77.69
11336.36,35.26,23.05,52.96,215,32.19,29.31,82.27
21911.5,53.26,36.08,64.07,403,59.34,38.74,64.78
18516.78,39.61,24.96,70.73,352,32.63,29.42,74.65
18164.71,29.85,39.4,65.66,390,44.68,50.0,63.92
4554.36,40.29,28.58,77.63,86,18.53,34.68,89.54
29025.55,25.67,36.77,27.83,553,39.03,42.78,47.5
9335.73,47.67,12.75,55.58,194,7.76,25.0,87.66
8681.19,33.44,30.65,38.81,202,22.49,36.1,84.73
17097.57,30.43,29.26,86.97,325,16.11,44.12,73.22
9883.36,58.26,31.35,45.22,159,9.91,39.17,79.3
23770.47,51.08,34.35,86.78,440,11.47,43.08,63.98
15487.07,51.48,42.13,71.53,288,47.19,45.78,70.95
18507.56,44.95,37.5,67.48,357,23.18,43.24,68.58
21949.6,53.57,17.69,49.33,377,11.86,26.11,75.62
8937.89,50.37,38.91,45.47,194,20.56,46.42,76.68
7074.31,43.95,14.27,52.12,129,61.44,25.0,90.13
35336.45,58.44,31.78,33.49,663,29.47,40.47,45.0
17915.22,27.66,40.9,82.36,333,44.42,50.0,67.03
17071.65,57.74,13.54,73.55,313,34.02,26.2,77.63
2388.87,36.06,39.74,74.11,50,8.26,44.1,89.74
20421.08,41.14,37.95,44.65,388,47.02,50.0,63.31
22612.62,24.91,27.63,15.69,460,20.34,39.92,64.29
22794.79,41.6,20.81,64.65,364,65.05,33.63,68.62
28574.22,44.45,24.19,39.95,533,20.86,30.23,56.54
7921.79,59.91,43.9,79.63,145,43.9,50.0,77.22
10836.7,59.01,17.06,72.43,193,45.41,26.32,86.14
32618.49,58.66,30.29,21.63,534,37.33,35.45,45.0
37939.65,33.94,12.91,58.14,704,20.09,25.0,45.0
6301.38,59.65,17.63,65.38,111,17.18,25.0,91.56
20408.33,38.22,36.72,55.45,350,15.25,45.47,67.59
9352.87,54.07,20.59,51.12,171,36.76,26.6,85.85
3342.85,28.65,44.5,28.23,53,20.37,50.0,85.21
13694.63,40.23,27.53,28.87,205,32.68,36.01,77.45
6603.82,58.64,28.08,71.44,122,52.99,36.89,82.34
28687.39,57.88,11.27,11.5,536,53.2,25.0,56.06
21815.29,47.35,43.48,72.31,383,44.75,50.0,59.87
6609.54,51.91,16.1,52.14,127,40.1,25.0,89.9
1360.42,27.06,28.84,84.9,50,12.5,33.0,95.14
32518.12,48.87,23.85,89.79,617,21.59,31.03,45.0
7871.58,44.72,24.55,63.08,141,42.57,36.96,83.04
24642.45,23.66,32.52,42.98,468,18.22,36.71,64.65
14139.95,24.53,33.17,48.01,249,45.62,36.74,75.8
23833.95,24.34,15.4,26.34,483,14.03,25.0,72.42
13310.49,48.97,27.49,17.94,231,40.22,26.69,81.37
4390.64,25.67,37.67,56.3,63,18.06,48.57,83.93
9695.05,38.71,25.52,74.44,174,15.57,35.44,84.43
8334.28,34.28,15.8,30.94,133,26.22,28.41,90.89
17692.75,42.02,20.96,43.57,290,25.62,28.2,78.59
26673.07,48.26,17.43,54.38,503,29.06,25.0,59.62
11288.44,47.39,14.4,82.63,129,23.91,25.0,87.18
1470.73,40.62,23.22,21.09,50,29.38,29.66,92.57
21238.56,38.57,28.93,28.95,353,81.59,37.81,68.85
24624.62,35.91,12.55,83.48,451,36.34,25.0,70.67
38551.95,54.48,31.13,13.16,646,40.94,43.3,45.0
23989.36,33.23,44.76,62.49,450,57.59,50.0,59.24
19375.73,30.37,43.74,61.16,369,42.88,49.13,63.12
23362.66,49.73,39.02,40.66,384,41.24,47.51,64.38
37188.12,34.39,19.32,47.45,681,41.18,25.0,45.0
33306.75,53.88,10.78,78.39,618,15.23,25.0,45.0
13596.17,33.12,39.17,23.2,271,15.69,48.48,70.9
10252.92,48.08,11.95,28.53,150,49.01,25.0,88.66
11242.71,21.8,17.2,50.99,164,24.12,25.0,85.8
20672.42,35.42,29.06,42.78,413,22.68,31.6,70.05
30017.93,33.73,16.24,55.95,525,74.41,25.0,45.0
20625.55,52.67,39.18,83.67,362,30.32,50.0,64.89
3644.06,58.68,37.2,83.37,82,27.82,46.26,85.36
29219.65,38.44,36.45,28.4,502,26.05,45.0,47.2
